Q,0,0
W,0,19.05
E,0,38.1
R,0,57.15
T,0,76.2
Y,0,95.25
U,0,114.3
I,0,133.35
O,0,152.4
P,0,171.45
A,19.05,4.7625
S,19.05,23.8125
D,19.05,42.8625
F,19.05,61.9125
G,19.05,80.9625
H,19.05,100.0125
J,19.05,119.0625
K,19.05,138.1125
L,19.05,157.1625
Z,38.1,14.2875
X,38.1,33.3375
C,38.1,52.3875
V,38.1,71.4375
B,38.1,90.4875
N,38.1,109.5375
M,38.1,128.5875
